id,name,price,description,brand,rating,ratings,stock,category,picture
1044691,"Dacota Platinum A5 powerbank 5 000 mAh Mørk, grønn",249,Slank powerbank med et stort batteri på 5000 mAh,Dacota Platinum,4.014,143,1154,charging accessorie,1044691_1044691_5_1200x1200_t_g.webp
2065126,"Eletra 45 W USB-C vegglader 1 Port, hvit",329,Ultrarask ladekraft,ELETRA,4.3707,116,1271,charging accessorie,2065126_2065126_6_600x600_t_g.webp
3817911,"Belkin 10K PD20W USB-C powerbank, rosa",299,Kompakt powerbank med praktisk integrert kabel,Belkin,"{'source': '5.0', 'parsedValue': 5}",2,7,charging accessorie,3817911_3817911_7_600x600_t_g.webp
961557,"Eletra USB til Micro-Sub-kabel 0.5 M, svart",79,"Ladekabel med micro-USB-kontakt, 0,5 m",ELETRA,4.2,5,238,charging accessorie,961557_961557_3_900x900_t_g.webp
2071033,"Eletra USB-C til USB-C kabel 2 M, hvit",199,USB-C-kabel for enhetslading og datasynkronisering,ELETRA,4.3125,16,668,charging accessorie,2071033_2071033_6_1200x1200_t_g.webp
2071032,"Eletra USB-C til USB-C kabel 1 M, hvit",149,USB-C-kabel for enhetslading og datasynkronisering,ELETRA,4.25,12,744,charging accessorie,2071032_2071032_6_1200x1200_t_g.webp
3615174,Apple MagSafe lader 25 W (2 M),749,MagSafe-lader,Apple,4.2857,28,0,charging accessorie,3615174_3615174_7_1200x1200_t_g.webp
3255601,"Apple USB-C til Lightning kabel 1 M, hvit",239,USB-C-til-Lightning-kabel (1 m),Apple,"{'source': '3.0', 'parsedValue': 3}",3,359,charging accessorie,3255601_3255601_6_900x900_t_g.webp
1256558,Samsung Wireless Charger Duo trådløs lader,899,Praktisk trådløs lader med plass til to enheter,Samsung,4.1154,78,45,charging accessorie,1256558_1256558_5_600x600_t_g.webp
3846219,"Dacota Platinum AM20 40 W powerbank 20 000 mAh, rosa",499,Hold deg ladet på farten,Dacota Platinum,4.5659,129,1544,charging accessorie,3846219_3846219_4_2400x2400_t_g.webp
1256560,Samsung 65 W USB-C/USB-A-lader 3 porter uten kabel,490,Lader med tre porter for lading av flere enheter samtidig,Samsung,4.5517,29,67,charging accessorie,1256560_1256560_1_1200x1200_t_g.webp
3015656,"Samsung USB-C hurtiglader 25W PD 3.0 1 M, svart",399,Offisiell Samsung USB-C hurtiglader med 1 meter USB-kabel,Samsung,4.3529,34,94,charging accessorie,3015656_3015656_4_600x600_t_g.webp
2287582,SBS bærbar Solcellelader 2XUSB 21w,1099,Lad enhetene dine med solenergi selv når du er på farten,SBS,4.8571,7,5,charging accessorie,2287582_2287582_5_600x600_t_g.webp
3748639,Dacota Platinum Qi2 magnetisk ladeplate,399,Qi2- og MagSafe-kompatibel ladepute for praktisk trådløs lading,Dacota Platinum,3.75,16,453,charging accessorie,3748639_3748639_8_2400x2400_t_g.webp
3015659,"Samsung 25W USB-C hurtiglader uten kabel, hvit",299,Samsung USB-C hurtiglader,Samsung,"{'source': '5.0', 'parsedValue': 5}",2,11,charging accessorie,3015659_3015659_4_1200x1200_t_g.webp
3568857,Apple 60 W USB-C ladekabel 1 m,249,Holdbar 60 W ladekabel med vevd design,Apple,"{'source': '3.0', 'parsedValue': 3}",2,13,charging accessorie,3568857_3568857_4_900x900_t_g.webp
3846218,"Dacota Platinum AM20 40 W powerbank 20 000 mAh, blue",499,Hold deg ladet på farten,Dacota Platinum,4.5659,129,1052,charging accessorie,3846218_3846218_4_2400x2400_t_g.webp
3014843,"Dacota Platinum USB-C (USB3.2) 20 Gbps 240 w kabel 1 m, svart",329,"Ekstremt rask, slitesterk og allsidig USB3.2 kabel",Dacota Platinum,4.2353,17,141,charging accessorie,3014843_3014843_6_900x900_t_g.webp
1135709,"Eletra hurtiglader Sett USB-C 20 W 1 M, hvit",379,Mindre venting - raskere lading,ELETRA,4.219,105,1526,charging accessorie,1135709_1135709_5_1200x1200_t_g.webp
1207550,"Dacota Platinum A10, 20 W powerbank 10 000 mAh, svart",499,Holder din laptop og mobile enhet ladet,Dacota Platinum,4.4183,526,471,charging accessorie,1207550_1207550_5_1200x1200_t_g.webp
